aardvark	aardvarks
discommode	discommoded|discommodes|discommoding
discompose	discomposing|discomposes|discomposed
disconnect	disconnected|disconnects|disconnecting
disconnector	disconnectors
disconnexion	disconnexions
discontentment	discontentments
discontinue	discontinues|discontinuing|discontinued
discontinuity	discontinuities
discophile	discophiles
discotheque	discotheques
discount	discounting|discounts|discounted
discountenance	discountenanced|discountenancing|discountenances
discounter	discounters
discourage	discourages|discouraged|discouraging
discouraging	discouragings
discourse	discoursing|discourses|discoursed
discoverer	discoverers
discovert	discoverts
discrepant	discrepants
discriminant	discriminants
discriminate	discriminated|discriminating|discriminates
discriminator	discriminators
disculpate	disculpated|disculpating|disculpates
discus	discuses
discuss	discusses|discussing|discussed
discussive	discussives
discutient	discutients
disdrometer	disdrometers
disease	diseases|diseased|diseasing
diseconomy	diseconomies
disembarkment	disembarkments
disembarrass	disembarrassed|disembarrassing|disembarrasses
disembody	disembodies|disembodied|disembodying
disembogue	disembogued|disemboguing|disembogues
disembowel	disemboweled|disemboweling|disembowels
disenfranchise	disenfranchises|disenfranchised|disenfranchising
disengage	disengaged|disengages|disengaging
disennoble	disennobles|disennobled|disennobling
disentangle	disentangles|disentangling|disentangled
disenthral	disenthralling|disenthralled|disenthrals
disenthrone	disenthroning|disenthroned|disenthrones
disentitle	disentitling|disentitles|disentitled
disequilibrate	disequilibrated|disequilibrates|disequilibrating
disestablish	disestablishing|disestablishes|disestablished
disestablishmentarian	disestablishmentarians
disfeature	disfeatured|disfeatures|disfeaturing
disfigure	disfiguring|disfigured|disfigures
disfranchise	disfranchises|disfranchising|disfranchised
disgorge	disgorges|disgorged|disgorging
disgorger	disgorgers
disgrace	disgraced|disgraces|disgracing
disguise	disguises|disguising|disguised
dish	dishes|dishing|dished
dishabituate	dishabituating|dishabituates|dishabituated
disharmonise	disharmonising|disharmonised|disharmonises
disharmonize	disharmonizes|disharmonizing|disharmonized
dishevel	disheveling|disheveled|dishevels
dishful	dishfuls
dishouse	dishousing|dishouses|dishoused
dishwasher	dishwashers
dishy	dishier|dishiest
disilane	disilanes
disilicate	disilicates
disillusionise	disillusionises|disillusionising|disillusionised
disillusionize	disillusionized|disillusionizes|disillusionizing
disimpaction	disimpactions
disincentive	disincentives
disincline	disinclined|disinclines|disinclining
disincorporate	disincorporating|disincorporates|disincorporated
disinfectant	disinfectants
disintegrate	disintegrates|disintegrating|disintegrated
disintegrator	disintegrators
disinter	disinterred|disinterring|disinters
disintoxicate	disintoxicating|disintoxicated|disintoxicates
disjunct	disjuncts
disjunctive	disjunctives
disk	disked|disks|disking
diskette	diskettes
disleave	disleaved|disleaving|disleaves
dislike	disliked|disliking|dislikes
dislocate	dislocated|dislocates|dislocating
dislodge	dislodged|dislodges|dislodging
dislodging	dislodgings
dismantle	dismantling|dismantled|dismantles
dismantling	dismantlings
dismiss	dismisses|dismissed|dismissing
dismount	dismounting|dismounts|dismounted
disobedient	disobedients
disoblige	disobliged|disobliging|disobliges
disorderly	disorderlies
disorganise	disorganising|disorganises|disorganised
disorganize	disorganizes|disorganized|disorganizing
disorientate	disorientated|disorientates|disorientating
disparage	disparaging|disparages|disparaged
disparaging	disparagings
disparate	disparates
dispart	disparting|disparted|disparts
dispatch	dispatched|dispatches|dispatching
dispatcher	dispatchers
dispatching	dispatchings
dispel	dispels|dispelling|dispelled
dispensary	dispensaries
dispense	dispenses|dispensed|dispensing
dispenser	dispensers
dispensing	dispensings
dispeople	dispeoples|dispeopled|dispeopling
dispersant	dispersants
disperse	disperses|dispersed|dispersing
disperser	dispersers
dispersoid	dispersoids
displace	displacing|displaced|displaces
displacement	displacements
displacer	displacers
displease	displeasing|displeased|displeases
displeasure	displeasures|displeasured|displeasuring
displume	displumed|displumes|displuming
disport	disported|disports|disporting
disposable	disposables
dispose	disposed|disposing|disposes
dispossess	dispossesses|dispossessed|dispossessing
dispossessor	dispossessors
dispraise	dispraises|dispraised|dispraising
disproof	disproofs
disproportionate	disproportionated|disproportionating|disproportionates
disprove	disproved|disproving|disproves
disputant	disputants
dispute	disputes|disputed|disputing
disqualify	disqualifies|disqualified|disqualifying
disquieting	disquietings
disquisition	disquisitions
disrate	disrating|disrated|disrates
disrelish	disrelishing|disrelishes|disrelished
disreputable	disreputables
disrepute	disreputing|disreputes|disreputed
disrobe	disrobing|disrobed|disrobes
dissatisfy	dissatisfies|dissatisfied|dissatisfying
dissave	dissaved|dissaving|dissaves
dissector	dissectors
disseise	disseises|disseised|disseising
disseisee	disseisees
disseize	disseized|disseizes|disseizing
dissemble	dissembles|dissembling|dissembled
dissembler	dissemblers
disseminate	disseminated|disseminating|disseminates
disseminator	disseminators
disseminule	disseminules
dissenter	dissenters
dissentient	dissentients
dissepiment	dissepiments
dissertate	dissertated|dissertates|dissertating
dissertation	dissertations
disserve	disserves|disserved|disserving
disservice	disserviced|disservicing|disservices
dissident	dissidents
dissimilate	dissimilating|dissimilated|dissimilates
dissimulate	dissimulated|dissimulating|dissimulates
dissimulator	dissimulators
dissipate	dissipating|dissipated|dissipates
dissipater	dissipaters
dissipator	dissipators
dissocialise	dissocialising|dissocialised|dissocialises
dissocialize	dissocialized|dissocializes|dissocializing
dissociate	dissociates|dissociated|dissociating
dissociative	dissociatives
dissolubility	dissolubilities
dissolvable	dissolvables
dissolve	dissolved|dissolves|dissolving
dissolvent	dissolvents
dissolver	dissolvers
dissolving	dissolvings
dissuade	dissuaded|dissuading|dissuades
dissuasive	dissuasives
dissyllable	dissyllables
distance	distances|distancing|distanced
distancer	distancers
distaste	distasting|distastes|distasted
disthene	disthenes
distil	distilling|distils|distilled
distillatory	distillatories
distiller	distillers
distilling	distillings
distinctive	distinctives
distinguish	distinguished|distinguishing|distinguishes
distinguishing	distinguishings
distortionist	distortionists
distrainee	distrainees
distrainer	distrainers
distrainor	distrainors
distress	distresses|distressing|distressed
distributable	distributables
distributary	distributaries
distribute	distributes|distributed|distributing
distributive	distributives
district	districts|districting|districted
distringas	distringases
distyle	distyles
disulfate	disulfates
disulfide	disulfides
disulphate	disulphates
disulphide	disulphides
disunite	disunites|disuniting|disunited
disuse	disuses|disused|disusing
disvalue	disvalued|disvaluing|disvalues
disyllabic	disyllabics
disyllable	disyllables
ditch	ditched|ditches|ditching
ditcher	ditchers
ditching	ditchings
dithering	ditherings
dithionite	dithionites
dithyrambic	dithyrambics
ditransitive	ditransitives
dittology	dittologies
ditty	dittied|dittying|ditties
diuretic	diuretics
diurnal	diurnals
div	divs
divagate	divagated|divagating|divagates
divan	divans
divaricate	divaricates|divaricating|divaricated
divaricator	divaricators
dive	dived|diving|dives
diver	divers
diverge	diverges|diverged|diverging
diverging	divergings
diversify	diversifies|diversifying|diversified
diversionist	diversionists
diverter	diverters
diverticle	diverticles
divi	divis
divide	divided|dividing|divides
dividend	dividends
divider	dividers
dividing	dividings
divine	divined|divining|divines
diviner	diviners
divinise	divinised|divinises|divinising
divinize	divinizes|divinized|divinizing
divisible	divisibles
divisional	divisionals
divisor	divisors
divorce	divorced|divorces|divorcing
divorcee	divorcees
divorcement	divorcements
divorcé	divorcés
divorcée	divorcées
divot	divots
divulgate	divulgated|divulgates|divulgating
divulge	divulging|divulges|divulged
divulger	divulgers
divulsor	divulsors
divvy	divvies|divvied|divvying
dixie	dixies
dizain	dizains
dizzy	dizzies|dizzied|dizzier|dizzying|dizziest
djellabah	djellabahs
djin	djins
djinny	djinnies
do	done|did|doing|does|dos
doable	doables
doc	docs
docent	docents
dock	docked|docks|docking
docker	dockers
docket	docketed|dockets|docketing
dockise	dockising|dockised|dockises
dockize	dockizes|dockizing|dockized
dockland	docklands
dockside	docksides
dockworker	dockworkers
dockyard	dockyards
doctor	doctoring|doctors|doctored
doctorate	doctorates|doctorated|doctorating
doctoress	doctoresses
doctoring	doctorings
doctress	doctresses
doctrinaire	doctrinaires
doctrinal	doctrinals
doctrinarian	doctrinarians
doctrinize	doctrinizes|doctrinizing|doctrinized
docudrama	docudramas
document	documents|documenting|documented
dodder	doddered|doddering|dodders
dodderer	dodderers
doddering	dodderings
doddle	doddles|doddled|doddling
dodecagon	dodecagons
dodecane	dodecanes
dodecaphonist	dodecaphonists
dodecastyle	dodecastyles
dodecasyllable	dodecasyllables
dodge	dodging|dodged|dodges
dodger	dodgers
dodgy	dodgier|dodgiest
dodo	dodoes
doe	did|doing|does|done
doer	doers
doffing	doffings
dog	dogs|dogged|dogging
dogate	dogates
dogbane	dogbanes
dogberry	dogberries
dogcart	dogcarts
doge	doges
dogface	dogfaces
dogfight	dogfought|dogfighting|dogfights
dogger	doggers
doggery	doggeries
doggie	doggies
doggo	doggos
doggy	doggies|doggiest|doggier
dogie	dogies
dogleg	doglegs|doglegging|doglegged
dogmatic	dogmatics
dogmatise	dogmatises|dogmatised|dogmatising
dogmatist	dogmatists
dogmatize	dogmatizing|dogmatizes|dogmatized
dogrose	dogroses
dogsbody	dogsbodying|dogsbodied|dogsbodies
dogshore	dogshores
dogsled	dogsleds|dogsledding|dogsledded
dogtrot	dogtrots|dogtrotting|dogtrotted
dogy	dogies
doh	dohs
doily	doilies
doing	doings
doit	doited|doits|doiting
dolce	dolces
dole	doled|doles|doling
dolichocephalic	dolichocephalics
doline	dolines
doll	dolls
dollar	dollars
dollop	dollops|dolloping|dolloped
dolly	dollies|dollied|dollying
dolman	dolmans
dolmen	dolmens
dolomitize	dolomitizes|dolomitizing|dolomitized
dolphin	dolphins
dolt	dolted|dolts|dolting
domain	domains
dome	doming|domed|domes
domestic	domestics
domesticate	domesticates|domesticating|domesticated
domesticize	domesticizes|domesticizing|domesticized
domicile	domiciles|domiciling|domiciled
domiciliary	domiciliaries
domiciliate	domiciliating|domiciliated|domiciliates
dominant	dominants
dominate	dominated|dominates|dominating
domineering	domineerings
dominical	dominicals
dominie	dominies
domino	dominoes|dominos|dominoing|dominoed
don	dons|donning|donned
donate	donating|donates|donated
donation	donations
donative	donatives
donator	donators
donatory	donatories
donee	donees
dong	donged|dongs|donging
donga	dongas
dongle	dongles
donjon	donjons
donna	donnas
donnybrook	donnybrooks
donor	donors
donut	donuts
doodah	doodahs
doodle	doodled|doodles|doodling
doolie	doolies
door	doors|doored|dooring
doorbell	doorbelling|doorbelled|doorbells
doorframe	doorframes
doorjamb	doorjambs
doorkeeper	doorkeepers
doorknob	doorknobs
doornail	doornails
doorplate	doorplates
doorsill	doorsills
doorstep	doorstepping|doorstepped|doorsteps
doorstop	doorstops
doorway	doorways
dop	dops|dopped|dopping
dopant	dopants
dope	dopes|doping|doped|doper|dopest
doper	dopers
dopester	dopesters
doppelganger	doppelgangers
dopy	dopier|dopiest
dor	dors
dorado	dorados
dorhawk	dorhawks
dorm	dorms|dorming|dormed
dormant	dormants
dormer	dormers
dormitive	dormitives
dormitory	dormitories
dorp	dorps
dorsal	dorsals
dorsiflexion	dorsiflexions
dorter	dorters
dortour	dortours
dory	dories
dose	doses|dosed|dosing
doser	dosers
dosimeter	dosimeters
doss	dosses|dossing|dossed
dossal	dossals
dosser	dossers
dossier	dossiers
dot	dots|dotting|dotted
dotard	dotards
dote	doted|dotes|doting
dotterel	dotterels
dottle	dottles
dottrel	dottrels
dotty	dottiest|dotties|dottier
doty	dotier|dotiest
douane	douanes
double	doubles|doubled|doubling
doubler	doublers
doublet	doublets
doubleton	doubletons
doubleword	doublewords
doubloon	doubloons
doublure	doublures
doubter	doubters
doubtful	doubtfuls
douche	douches|douching|douched
doughboy	doughboys
doughface	doughfaces
doughty	doughties
doughy	doughiest|doughier
doum	doums
douse	dousing|doused|douses
dovecote	dovecotes
dovelet	dovelets
dovetail	dovetailing|dovetailed|dovetails
dovetailing	dovetailings
dow	dowed|dowing|dows
dowager	dowagers
dowdy	dowdiest|dowdies|dowdier
dowel	dowelling|dowelled|dowels
doweling	dowelings
dower	dowers|dowered|dowering
down	downing|downs|downed
downbeat	downbeats
downcast	downcasting|downcasts
downcomer	downcomers
downer	downers
downfall	downfallen|downfell|downfalls|downfalling
downflow	downflows
downforce	downforces
downgrade	downgrading|downgrades|downgraded
downgrading	downgradings
downhill	furthest|further
downland	downlands
downline	downlines
downlink	downlinked|downlinking|downlinks
download	downloading|downloads|downloaded
downpipe	downpipes
downpour	downpouring|downpoured|downpours
downscale	downscaled|downscaling|downscales
downside	downsides
downsizing	downsizings
downslope	downslopes
downspout	downspouts
downstate	downstates
downstater	downstaters
downstroke	downstrokes
downtick	downticks
downtown	downtowns
downtrend	downtrending|downtrends|downtrended
downturn	downturns|downturning|downturned
downy	downies|downier|downiest
dowry	dowrying|dowried|dowries
dowse	dowsed|dowses|dowsing
dowser	dowsers
doxy	doxies
doyen	doyens
doyenne	doyennes
doyley	doyleys
doze	dozing|dozed|dozes
dozenth	dozenths
dozer	dozers
dozy	doziest|dozier
drab	drabbing|attributively|drabber|drabbed|drabbest|drabs
drabble	drabbles|drabbling|drabbled
dracaena	dracaenas
drachm	drachms
draftee	draftees
drafter	drafters
drag	dragged|drags|dragging
dragger	draggers
dragging	draggings
draggle	draggles|draggled|draggling
draghound	draghounds
dragline	draglines
dragon	dragons
dragonet	dragonets
dragonfly	dragonflies
dragoon	dragoons|dragooned|dragooning
dragée	dragées
drail	drailing|drails|drailed
drain	draining|drains|drained
drainer	drainers
drake	drakes
dram	drammed|drams|dramming
dramatise	dramatises|dramatised|dramatising
dramatist	dramatists
dramatize	dramatizes|dramatizing|dramatized
dramaturge	dramaturged|dramaturges|dramaturging
dramaturgist	dramaturgists
drape	draping|draped|drapes
draper	drapers
draping	drapings
drastic	drastics
drat	drats|dratting|dratted
draughtboard	draughtboards
draughty	draughtiest|draughtier
draw	drawn|drawing|draws|drew
drawback	drawbacks
drawbar	drawbars
drawbolt	drawbolts
drawbridge	drawbridges
drawee	drawees
drawer	drawers
drawgear	drawgears
drawl	drawled|drawling|drawls
drawler	drawlers
drawplate	drawplates
drawstring	drawstrings
drawtube	drawtubes
dray	drays
dread	dreader|dreadest
dreadful	dreadfuls
dreadnought	dreadnoughts
dream	dreamed|dreaming|dreams
dreamboat	dreamboats
dreamer	dreamers
dreamworld	dreamworlds
dreamy	dreamiest|dreamier
drear	drearer|drearest|drears
dredge	dredged|dredges|dredging
dredger	dredgers
dredging	dredgings
dree	drees|dreed|dreeing
dreg	dregs
dreggy	dreggier|dreggiest
drench	drenches|drenching|drenched
drencher	drenchers
drenching	drenchings
dress	dressing|dressed|dresses
dresser	dressers
dressmaker	dressmakers
dressy	dressier|dressiest
drey	dreys
dribble	dribbling|dribbles|dribbled
dribbler	dribblers
dribblet	dribblets
driblet	driblets
drier	driers
drifter	drifters
driftpin	driftpins
driftway	driftways
drill	drills|drilled|drilling
drillhole	drillholes
drilling	drillings
drillstock	drillstocks
drink	drunk|drank|drinking|drinks
drinkable	drinkables
drinker	drinkers
drinking	drinkings
drip	dripped|drips|dripping
dripstone	dripstones
drive	driving|drove|drives|driven
drivehead	driveheads
drivel	driveling|drivels|driveled
driveline	drivelines
driveller	drivellers
driver	drivers
drizzle	drizzled|drizzles|drizzling
drizzly	drizzliest|drizzlier
drogher	droghers
drogue	drogues
droid	droids
droll	drolling|drolled|drollest|drolls|droller
drome	dromes
dromedary	dromedaries
dromond	dromonds
drone	droning|drones|droned
droop	droops|drooping|drooped
drooping	droopings
droopy	droopiest|droopier
drop	dropping|drops|dropped
drophead	dropheads
droplet	droplets
droplight	droplights
dropper	droppers
dropwort	dropworts
dropzone	dropzones
drosometer	drosometers
dross	drossing|drossed|drosses
droughty	droughtiest|droughtier
drouth	drouths
drove	droves
drover	drovers
drowse	drowses|drowsed|drowsing
drowsy	drowsiest|drowsier
drub	drubs|drubbed|drubbing
drubbing	drubbings
drudge	drudging|drudged|drudges
drug	drugging|drugged|drugs
drugget	druggets
druggist	druggists
drugmaker	drugmakers
drugstore	drugstores
druid	druids
drum	drummed|drumming|drums
drumbeat	drumbeats
drumble	drumbled|drumbling|drumbles
drumhead	drumheads
drummer	drummers
drumstick	drumsticks
drunk	drunks|drunker|drunkest
drunkard	drunkards
drunkometer	drunkometers
drupe	drupes
drupelet	drupelets
dry	dried|dries|drying|drys
dryad	dryads
dryer	dryers
dryopithecine	dryopithecines
drystone	drystones
dso	dsos
dual	dualled|duals|dualling
dualist	dualists
dualize	dualized|dualizing|dualizes
duarchy	duarchies
dub	dubs|dubbing|dubbed
dubitate	dubitated|dubitates|dubitating
duchess	duchessing|duchessed|duchesses
duck	ducked|ducking|ducks
duckbill	duckbills
duckboard	duckboards
ducker	duckers
ducket	duckets
duckling	ducklings
ducky	duckies|duckier|duckiest
duct	ducts|ducted|ducting
ducting	ductings
ductor	ductors
ductule	ductules
dud	duds
dude	dudes|duded|dudeing
dudeen	dudeens
dudgeon	dudgeons
dudheen	dudheens
due	dues
duebill	duebills
duel	dueled|dueling|duels
duellist	duellists
duenna	duennas
duet	dueting|dueted|duets
duett	duetts
duettist	duettists
duff	duffing|duffest|duffer|duffs|duffed
duffer	duffers
duffle	duffles
dug	dugs
duiker	duikers
duke	dukes|duking|duked
dukeling	dukelings
dulcify	dulcifies|dulcified|dulcifying
dulcimer	dulcimers
dull	duller|dullest
dullard	dullards
duma	dumas
dumb	dumbest|dumber
dumbbell	dumbbells
dumbell	dumbells
dumbhead	dumbheads
dumbwaiter	dumbwaiters
dumdum	dumdums
dummy	dummies|dummied|dummying
dump	dumped|dumping|dumps
dumper	dumpers
dumping	dumpings
dumpling	dumplings
dumpy	dumpier|dumpiest|dumpies
dun	dunned|duns|dunning
dunce	dunces
dunderhead	dunderheads
dune	dunes
dungeon	dungeoned|dungeoning|dungeons
dunghill	dunghills
dungy	dungier|dungiest
dunk	dunking|dunked|dunks
dunker	dunkers
dunner	dunners
dunnock	dunnocks
duo	duos
duodecagon	duodecagons
duodecimal	duodecimals
duodecimo	duodecimos
duodenoscope	duodenoscopes
duodenostomy	duodenostomies
duologue	duologues
duotone	duotones
dupe	dupes|duping|duped
duper	dupers
duplet	duplets
duplex	duplexes|duplexing|duplexed
duplexer	duplexers
duplicate	duplicated|duplicates|duplicating
duplicator	duplicators
duplicature	duplicatures
durable	durables
duraplasty	duraplasties
durative	duratives
durbar	durbars
duress	duressed|duresses|duressing
durian	durians
duricrust	duricrusts
durmast	durmasts
durn	durns
durometer	durometers
durrie	durries
dusk	dusker|duskest
dusky	duskier|duskies|duskiest
dustbin	dustbins
duster	dusters
dusting	dustings
dustpan	dustpans
dustup	dustups
dusty	dustier|dustiest
dutch	dutched|dutches|dutching
dutiable	dutiables
duumvirate	duumvirates
duvet	duvets
dwale	dwaling|dwales|dwaled
dwang	dwangs
dwarf	dwarfer|dwarfest
dwarfism	dwarfisms
dwell	dwelling|dwells|dwelt
dweller	dwellers
dwelling	dwellings
dwindle	dwindles|dwindled|dwindling
dyad	dyads
dyadic	dyadics
dyarchy	dyarchies
dye	dyes|dyed|dyeing
dyeing	dyeings
dyer	dyers
dyke	dykes|dyked|dyking
dynameter	dynameters
dynamic	dynamics
dynamist	dynamists
dynamite	dynamites|dynamiting|dynamited
dynamiter	dynamiters
dynamitic	dynamitics
dynamiting	dynamitings
dynamo	dynamos
dynamometer	dynamometers
dynamoscope	dynamoscopes
dynamotor	dynamotors
dynast	dynasts
dynasty	dynasties
dynatron	dynatrons
dyne	dynes
dyscoria	dyscorias
dysenteric	dysenterics
dyslexic	dyslexics
dyspeptic	dyspeptics
dysphagic	dysphagics
dysphasic	dysphasics
dysphonic	dysphonics
dystocia	dystocias
dystrophia	dystrophias
dystrophy	dystrophies
début	débuts|débuted|débuting
débutant	débutants
débutante	débutantes
démarche	démarches
dénouement	dénouements
détente	détentes
ea	eas
each	eaches
eager	eagers|eagerer|eagerest
eagle	eagled|eagles|eagling
eaglestone	eaglestones
eaglet	eaglets
eagre	eagres
ear	earing|eared|ears
earache	earaches
eardrop	eardrops
eardrum	eardrums
earing	earings
earl	earls
earldom	earldoms
earless	earlesses
earlobe	earlobes
earlock	earlocks
early	earlier|earliest|earlies
earmark	earmarking|earmarks|earmarked
earmarking	earmarkings
earmuff	earmuffs
earn	earning|earns|earned
earner	earners
earnest	earnested|earnests|earnesting
earphone	earphones
earpiece	earpieces
earplug	earplugs|earplugging|earplugged
earring	earrings
earthflow	earthflows
earthling	earthlings
earthly	earthlier|earthlies|earthliest
earthmover	earthmovers
earthquake	earthquakes|earthquaking|earthquaked
earthrise	earthrises
earthwork	earthworks
earthworm	earthworms
earthy	earthiest|earthier
earwig	earwigging|earwigs|earwigged
ease	easing|eased|eases
easel	easels
easer	easers
easing	easings
easterly	easterlies
easterner	easterners
easting	eastings
easy	easied|easies|easying
eat	eating|eats|ate|eaten
eatable	eatables
eater	eaters
eatery	eateries
eave	eaves
eavesdrip	eavesdrips
eavesdrop	eavesdropping|eavesdrops|eavesdropped
eavesdropper	eavesdroppers
ebb	ebbs|ebbing|ebbed|ebber|ebbest
ebbing	ebbings
ebon	ebons
ebonize	ebonizes|ebonized|ebonizing
ebullioscope	ebullioscopes
ebullition	ebullitions
ecbolic	ecbolics
eccentric	eccentrics
ecclesiast	ecclesiasts
ecclesiastic	ecclesiastics
eccoprotic	eccoprotics
ecdysiast	ecdysiasts
echelon	echeloning|echelons|echeloned
echinoderm	echinoderms
echinoid	echinoids
echo	echoing|echoes|echoed
echocardiogram	echocardiograms
echoer	echoers
echograph	echographs
echometer	echometers
echoplex	echoplexes|echoplexing|echoplexed
echopraxia	echopraxias
echovirus	echoviruses
eclamptic	eclamptics
eclectic	eclectics
eclipse	eclipsed|eclipsing|eclipses
ecliptic	ecliptics
eclogue	eclogues
ecoclimate	ecoclimates
ecologist	ecologists
econometrician	econometricians
econometrist	econometrists
economisation	economisations
economise	economises|economising|economised
economist	economists
economize	economized|economizing|economizes
economizer	economizers
ecosphere	ecospheres
ecosystem	ecosystems
ecotone	ecotones
ecotype	ecotypes
ecraseur	ecraseurs
ecstasise	ecstasised|ecstasising|ecstasises
ecstasize	ecstasized|ecstasizing|ecstasizes
ecstasy	ecstasied|ecstasying|ecstasies
ecstatic	ecstatics
ectasia	ectasias
ectoblast	ectoblasts
ectocondyle	ectocondyles
ectoderm	ectoderms
ectoenzyme	ectoenzymes
ectomere	ectomeres
ectomorph	ectomorphs
ectomy	ectomies
ectoparasite	ectoparasites
ectopic	ectopics
ectromelia	ectromelias
ectype	ectypes
ecu	ecus
ecumenism	ecumenisms
edaphon	edaphons
eddy	eddying|eddied|eddies
eddying	eddyings
eden	edens
edental	edentals
edentate	edentates
edge	edged|edging|edges
edgestone	edgestones
edgy	edgiest|edgier
edible	edibles
edict	edicts
edifice	edifices
edifier	edifiers
edify	edifying|edified|edifies
edifying	edifyings
edile	ediles
edit	edits|editing|edited
editing	editings
edition	editions
editor	editors
editorial	editorials
editorialist	editorialists
editorialization	editorializations
editorialize	editorialized|editorializes|editorializing
editorializer	editorializers
editorship	editorships
editress	editresses
educable	educables
educate	educated|educates|educating
educational	educationals
educationalist	educationalists
educationist	educationists
educator	educators
educe	educes|educed|educing
educt	educts
eductor	eductors
edulcorate	edulcorating|edulcorated|edulcorates
eel	eeling|eels|eeled
eely	eelier|eeliest
eerie	eerier|eeriest
efface	effaces|effacing|effaced
effacer	effacers
effecter	effecters
effection	effections
effective	effectives
effector	effectors
effectuate	effectuating|effectuates|effectuated
effeminate	effeminating|effeminates|effeminated
effendi	effendis
efferent	efferents
effervesce	effervescing|effervesces|effervesced
efficient	efficients
effigy	effigies
effloresce	effloresced|efflorescing|effloresces
effluent	effluents
efflux	effluxes|effluxed|effluxing
effort	efforting|efforted|efforts
effulge	effulging|effulged|effulges
effuse	effused|effuses|effusing
effuser	effusers
eft	efts
egalitarian	egalitarians
egg	eggs|egged|egging
eggcup	eggcups
egghead	eggheads
eggshell	eggshells
eggy	eggier|eggiest
egis	egises
eglantine	eglantines
egocentric	egocentrics
egoist	egoists
egomaniac	egomaniacs
egotist	egotists
egotize	egotized|egotizing|egotizes
egress	egresses|egressed|egressing
egression	egressions
egressive	egressives
egret	egrets
egyptologist	egyptologists
egyptology	egyptologies
eider	eiders
eidograph	eidographs
eigenfunction	eigenfunctions
eigenstate	eigenstates
eigenvalue	eigenvalues
eight	eights
eighteenmo	eighteenmos
eighteenth	eighteenths
eighth	eighthed|eighths|eighthing
eightieth	eightieths
eightsome	eightsomes
eikonometer	eikonometers
eirie	eiries
ejaculate	ejaculates|ejaculating|ejaculated
ejaculator	ejaculators
ejective	ejectives
ejector	ejectors
eke	ekes|eked|eking
eking	ekings
ekka	ekkas
el	els
elaborate	elaborating|elaborates|elaborated
elaborator	elaborators
elaeolite	elaeolites
eland	elands
elapse	elapsed|elapses|elapsing
elasticate	elasticates|elasticated|elasticating
elastoma	elastomas
elastomeric	elastomerics
elate	elating|elated|elates
elater	elaters
elbow	elbows|elbowing|elbowed
elchee	elchees
eld	eldest|elder
elder	elders|eldered|eldering
elderberry	elderberries
elderly	elderlies
eldest	eldests
electability	electabilities
electioneerer	electioneerers
elective	electives
elector	electors
electorate	electorates
electoress	electoresses
electress	electresses
electric	electrics
electrical	electricals
electrician	electricians
electrifier	electrifiers
electrify	electrified|electrifies|electrifying
electrise	electrised|electrising|electrises
electrize	electrizes|electrized|electrizing
electrobasograph	electrobasographs
electrocardiograph	electrocardiographs
electrocautery	electrocauteries
electrocute	electrocuting|electrocuted|electrocutes
electrode	electrodes
electrodialyzer	electrodialyzers
electrodynamometer	electrodynamometers
electroencephalogram	electroencephalograms
electroencephalograph	electroencephalographs
electrogram	electrograms
electrograph	electrographs
electrolier	electroliers
electrolyse	electrolyses|electrolysed|electrolysing
electrolyser	electrolysers
electrolyte	electrolytes
electrolytic	electrolytics
electrolyze	electrolyzing|electrolyzed|electrolyzes
electrolyzer	electrolyzers
electromagnet	electromagnets
electromanometer	electromanometers
electromechanical	electromechanicals
electrometer	electrometers
electromotor	electromotors
electromyogram	electromyograms
electromyograph	electromyographs
electron	electrons
electrophile	electrophiles
electrophore	electrophores
electrophoretogram	electrophoretograms
electrophysiologist	electrophysiologists
electroplate	electroplating|electroplates|electroplated
electroplating	electroplatings
electropositive	electropositives
electroretinogram	electroretinograms
electroretinograph	electroretinographs
electroscope	electroscopes
electrospinogram	electrospinograms
electrotherapy	electrotherapies
electrotherm	electrotherms
electrotome	electrotomes
electrotype	electrotyping|electrotyped|electrotypes
electrotyper	electrotypers
electrovalence	electrovalences
electrovalency	electrovalencies
electrovalve	electrovalves
electuary	electuaries
eleemosynary	eleemosynaries
elegiac	elegiacs
elegise	elegises|elegising|elegised
elegist	elegists
elegize	elegized|elegizing|elegizes
elegy	elegies
element	elementing|elements|elemented
elementary	elementaries
elephantoid	elephantoids
elevate	elevated|elevates|elevating
elevated	elevateds
elevator	elevators
eleven	elevens
eleventh	elevenths
elevon	elevons
elfin	elfins
elicitor	elicitors
elide	elides|elided|eliding
eligible	eligibles
eliminant	eliminants
eliminate	eliminated|eliminating|eliminates
eliminator	eliminators
eliquate	eliquates|eliquating|eliquated
eliquation	eliquations
elision	elisions
elite	elites
elixir	elixirs
elk	elks
ell	ells
ellagitannin	ellagitannins
ellipse	ellipses|ellipsed|ellipsing
ellipsograph	ellipsographs
ellipsoid	ellipsoids
ellipsometer	ellipsometers
elliptical	ellipticals
elliptocyte	elliptocytes
elocutionist	elocutionists
eloge	eloges
elogist	elogists
elogy	elogies
elongate	elongated|elongating|elongates
elongator	elongators
elope	eloping|eloped|elopes
elopement	elopements
eloper	elopers
elsewhere	elsewheres
elt	elts|elted|elting
eluant	eluants
eluate	eluating|eluates|eluated
elucidate	elucidates|elucidating|elucidated
elucidator	elucidators
elucubrate	elucubrating|elucubrated|elucubrates
elude	eluding|eluded|eludes
eluent	eluents
elute	eluted|elutes|eluting
elutriate	elutriated|elutriating|elutriates
elutriation	elutriations
elutriator	elutriators
